Driver ,DriverNumber ,LapNumber ,Stint ,Compound  ,TyreLife ,FreshTyre ,Team              ,LapStartTime    ,LapStartDate            ,TrackStatus ,Position ,LapTimeSeconds ,AirTemp ,Humidity ,Pressure ,Rainfall ,TrackTemp ,WindDirection ,WindSpeed ,EventName          ,Year
HAM    ,          44 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Mercedes          ,01:04:06.068000 ,2022-09-11 13:05:06.309 ,          1 ,    18.0 ,        90.032 ,   27.8 ,    32.0 ,   993.5 ,False    ,     43.8 ,          213 ,      0.4 ,Italian Grand Prix ,2022
MSC    ,          47 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Haas F1 Team      ,01:04:05.553000 ,2022-09-11 13:05:05.794 ,          1 ,    19.0 ,        90.906 ,   27.8 ,    32.0 ,   993.5 ,False    ,     43.8 ,          213 ,      0.4 ,Italian Grand Prix ,2022
BOT    ,          77 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Alfa Romeo        ,01:04:06.689000 ,2022-09-11 13:05:06.930 ,          1 ,    20.0 ,        89.846 ,   27.8 ,    32.0 ,   993.5 ,False    ,     43.8 ,          213 ,      0.4 ,Italian Grand Prix ,2022
LEC    ,          16 ,      3.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Ferrari           ,01:05:23.036000 ,2022-09-11 13:06:23.277 ,          1 ,     1.0 ,        86.352 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
RUS    ,          63 ,      3.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Mercedes          ,01:05:24.567000 ,2022-09-11 13:06:24.808 ,          1 ,     2.0 ,        86.432 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
VER    ,           1 ,      3.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Red Bull Racing   ,01:05:25.644000 ,2022-09-11 13:06:25.885 ,          1 ,     3.0 ,        86.181 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
RIC    ,           3 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,McLaren           ,01:05:27.565000 ,2022-09-11 13:06:27.806 ,          1 ,     4.0 ,        87.818 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
GAS    ,          10 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,AlphaTauri        ,01:05:28.298000 ,2022-09-11 13:06:28.539 ,          1 ,     5.0 ,        87.625 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
NOR    ,           4 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,McLaren           ,01:05:28.968000 ,2022-09-11 13:06:29.209 ,          1 ,     6.0 ,        87.655 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
ALO    ,          14 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alpine            ,01:05:29.746000 ,2022-09-11 13:06:29.987 ,          1 ,     7.0 ,        87.607 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
DEV    ,          45 ,      3.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Williams          ,01:05:30.323000 ,2022-09-11 13:06:30.564 ,          1 ,     8.0 ,        87.566 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
ZHO    ,          24 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alfa Romeo        ,01:05:30.684000 ,2022-09-11 13:06:30.925 ,          1 ,     9.0 ,        87.989 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
STR    ,          18 ,      3.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,Aston Martin      ,01:05:31.912000 ,2022-09-11 13:06:32.153 ,          1 ,    10.0 ,        88.096 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
VET    ,           5 ,      3.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,Aston Martin      ,01:05:32.530000 ,2022-09-11 13:06:32.771 ,          1 ,    11.0 ,        88.338 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
OCO    ,          31 ,      3.0 ,  1.0 ,SOFT      ,     3.0 ,True      ,Alpine            ,01:05:32.945000 ,2022-09-11 13:06:33.186 ,          1 ,    12.0 ,        88.228 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
MAG    ,          20 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Haas F1 Team      ,01:05:33.628000 ,2022-09-11 13:06:33.869 ,          1 ,    13.0 ,        88.221 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
SAI    ,          55 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Ferrari           ,01:05:34.549000 ,2022-09-11 13:06:34.790 ,          1 ,    14.0 ,        87.539 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
PER    ,          11 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Red Bull Racing   ,01:05:35.109000 ,2022-09-11 13:06:35.350 ,          1 ,    15.0 ,        87.557 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
LAT    ,           6 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Williams          ,01:05:35.013000 ,2022-09-11 13:06:35.254 ,          1 ,    16.0 ,        89.308 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
TSU    ,          22 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,AlphaTauri        ,01:05:35.377000 ,2022-09-11 13:06:35.618 ,          1 ,    17.0 ,        89.333 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
HAM    ,          44 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Mercedes          ,01:05:36.100000 ,2022-09-11 13:06:36.341 ,          1 ,    18.0 ,        88.954 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
MSC    ,          47 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Haas F1 Team      ,01:05:36.459000 ,2022-09-11 13:06:36.700 ,          1 ,    19.0 ,        89.301 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
BOT    ,          77 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alfa Romeo        ,01:05:36.535000 ,2022-09-11 13:06:36.776 ,          1 ,    20.0 ,        89.643 ,   27.8 ,    32.0 ,   993.5 ,False    ,     44.1 ,          181 ,      1.3 ,Italian Grand Prix ,2022
LEC    ,          16 ,      4.0 ,  1.0 ,SOFT      ,     4.0 ,True      ,Ferrari           ,01:06:49.388000 ,2022-09-11 13:07:49.629 ,          1 ,     1.0 ,        85.802 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
RUS    ,          63 ,      4.0 ,  1.0 ,SOFT      ,     4.0 ,True      ,Mercedes          ,01:06:50.999000 ,2022-09-11 13:07:51.240 ,          1 ,     2.0 ,        86.143 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
VER    ,           1 ,      4.0 ,  1.0 ,SOFT      ,     4.0 ,True      ,Red Bull Racing   ,01:06:51.825000 ,2022-09-11 13:07:52.066 ,          1 ,     3.0 ,        85.782 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
RIC    ,           3 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,McLaren           ,01:06:55.383000 ,2022-09-11 13:07:55.624 ,          1 ,     4.0 ,        87.26  ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
GAS    ,          10 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,AlphaTauri        ,01:06:55.923000 ,2022-09-11 13:07:56.164 ,          1 ,     5.0 ,        87.365 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
NOR    ,           4 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,McLaren           ,01:06:56.623000 ,2022-09-11 13:07:56.864 ,          1 ,     6.0 ,        87.326 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
ALO    ,          14 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Alpine            ,01:06:57.353000 ,2022-09-11 13:07:57.594 ,          1 ,     7.0 ,        87.417 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
DEV    ,          45 ,      4.0 ,  1.0 ,SOFT      ,     4.0 ,True      ,Williams          ,01:06:57.889000 ,2022-09-11 13:07:58.130 ,          1 ,     8.0 ,        87.459 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
ZHO    ,          24 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Alfa Romeo        ,01:06:58.673000 ,2022-09-11 13:07:58.914 ,          1 ,     9.0 ,        87.296 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
STR    ,          18 ,      4.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,Aston Martin      ,01:07:00.008000 ,2022-09-11 13:08:00.249 ,          1 ,    10.0 ,        87.618 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
VET    ,           5 ,      4.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,Aston Martin      ,01:07:00.868000 ,2022-09-11 13:08:01.109 ,          1 ,    11.0 ,        87.501 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
OCO    ,          31 ,      4.0 ,  1.0 ,SOFT      ,     4.0 ,True      ,Alpine            ,01:07:01.173000 ,2022-09-11 13:08:01.414 ,          1 ,    12.0 ,        87.725 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
SAI    ,          55 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Ferrari           ,01:07:02.088000 ,2022-09-11 13:08:02.329 ,          1 ,    13.0 ,        87.044 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
PER    ,          11 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Red Bull Racing   ,01:07:02.666000 ,2022-09-11 13:08:02.907 ,          1 ,    14.0 ,        87.263 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
MAG    ,          20 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Haas F1 Team      ,01:07:01.849000 ,2022-09-11 13:08:02.090 ,          1 ,    15.0 ,        89.212 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
LAT    ,           6 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Williams          ,01:07:04.321000 ,2022-09-11 13:08:04.562 ,          1 ,    16.0 ,        87.944 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
TSU    ,          22 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,AlphaTauri        ,01:07:04.710000 ,2022-09-11 13:08:04.951 ,          1 ,    17.0 ,        88.198 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
HAM    ,          44 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Mercedes          ,01:07:05.054000 ,2022-09-11 13:08:05.295 ,          1 ,    18.0 ,        88.153 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
MSC    ,          47 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Haas F1 Team      ,01:07:05.760000 ,2022-09-11 13:08:06.001 ,          1 ,    19.0 ,        88.248 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
BOT    ,          77 ,      4.0 ,  1.0 ,MEDIUM    ,     4.0 ,True      ,Alfa Romeo        ,01:07:06.178000 ,2022-09-11 13:08:06.419 ,          1 ,    20.0 ,        88.362 ,   28.0 ,    31.0 ,   993.5 ,False    ,     44.2 ,          186 ,      1.1 ,Italian Grand Prix ,2022
LEC    ,          16 ,      5.0 ,  1.0 ,SOFT      ,     5.0 ,True      ,Ferrari           ,01:08:15.190000 ,2022-09-11 13:09:15.431 ,          1 ,     1.0 ,        85.902 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
VER    ,           1 ,      5.0 ,  1.0 ,SOFT      ,     5.0 ,True      ,Red Bull Racing   ,01:08:17.607000 ,2022-09-11 13:09:17.848 ,          1 ,     2.0 ,        85.512 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
RUS    ,          63 ,      5.0 ,  1.0 ,SOFT      ,     5.0 ,True      ,Mercedes          ,01:08:17.142000 ,2022-09-11 13:09:17.383 ,          1 ,     3.0 ,        86.878 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
RIC    ,           3 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,McLaren           ,01:08:22.643000 ,2022-09-11 13:09:22.884 ,          1 ,     4.0 ,        87.441 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
GAS    ,          10 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,AlphaTauri        ,01:08:23.288000 ,2022-09-11 13:09:23.529 ,          1 ,     5.0 ,        87.534 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
NOR    ,           4 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,McLaren           ,01:08:23.949000 ,2022-09-11 13:09:24.190 ,          1 ,     6.0 ,        87.553 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
ALO    ,          14 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Alpine            ,01:08:24.770000 ,2022-09-11 13:09:25.011 ,          1 ,     7.0 ,        87.502 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
DEV    ,          45 ,      5.0 ,  1.0 ,SOFT      ,     5.0 ,True      ,Williams          ,01:08:25.348000 ,2022-09-11 13:09:25.589 ,          1 ,     8.0 ,        87.428 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
ZHO    ,          24 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Alfa Romeo        ,01:08:25.969000 ,2022-09-11 13:09:26.210 ,          1 ,     9.0 ,        87.546 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
STR    ,          18 ,      5.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,Aston Martin      ,01:08:27.626000 ,2022-09-11 13:09:27.867 ,          1 ,    10.0 ,        87.637 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
SAI    ,          55 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Ferrari           ,01:08:29.132000 ,2022-09-11 13:09:29.373 ,          1 ,    11.0 ,        86.543 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
VET    ,           5 ,      5.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,Aston Martin      ,01:08:28.369000 ,2022-09-11 13:09:28.610 ,          1 ,    12.0 ,        87.928 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
OCO    ,          31 ,      5.0 ,  1.0 ,SOFT      ,     5.0 ,True      ,Alpine            ,01:08:28.898000 ,2022-09-11 13:09:29.139 ,          1 ,    13.0 ,        88.005 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
PER    ,          11 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Red Bull Racing   ,01:08:29.929000 ,2022-09-11 13:09:30.170 ,          1 ,    14.0 ,        87.266 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
MAG    ,          20 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Haas F1 Team      ,01:08:31.061000 ,2022-09-11 13:09:31.302 ,          1 ,    15.0 ,        88.126 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
LAT    ,           6 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Williams          ,01:08:32.265000 ,2022-09-11 13:09:32.506 ,          1 ,    16.0 ,        87.837 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
TSU    ,          22 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,AlphaTauri        ,01:08:32.908000 ,2022-09-11 13:09:33.149 ,          1 ,    17.0 ,        87.638 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
HAM    ,          44 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Mercedes          ,01:08:33.207000 ,2022-09-11 13:09:33.448 ,          1 ,    18.0 ,        87.806 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
MSC    ,          47 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Haas F1 Team      ,01:08:34.008000 ,2022-09-11 13:09:34.249 ,          1 ,    19.0 ,        87.412 ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
BOT    ,          77 ,      5.0 ,  1.0 ,MEDIUM    ,     5.0 ,True      ,Alfa Romeo        ,01:08:34.540000 ,2022-09-11 13:09:34.781 ,          1 ,    20.0 ,        87.56  ,   28.1 ,    32.0 ,   993.4 ,False    ,     43.9 ,          187 ,      2.4 ,Italian Grand Prix ,2022
LEC    ,          16 ,      6.0 ,  1.0 ,SOFT      ,     6.0 ,True      ,Ferrari           ,01:09:41.092000 ,2022-09-11 13:10:41.333 ,          1 ,     1.0 ,        85.559 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
VER    ,           1 ,      6.0 ,  1.0 ,SOFT      ,     6.0 ,True      ,Red Bull Racing   ,01:09:43.119000 ,2022-09-11 13:10:43.360 ,          1 ,     2.0 ,        85.66  ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
RUS    ,          63 ,      6.0 ,  1.0 ,SOFT      ,     6.0 ,True      ,Mercedes          ,01:09:44.020000 ,2022-09-11 13:10:44.261 ,          1 ,     3.0 ,        85.761 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
RIC    ,           3 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,McLaren           ,01:09:50.084000 ,2022-09-11 13:10:50.325 ,          1 ,     4.0 ,        87.406 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
GAS    ,          10 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,AlphaTauri        ,01:09:50.822000 ,2022-09-11 13:10:51.063 ,          1 ,     5.0 ,        87.316 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
NOR    ,           4 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,McLaren           ,01:09:51.502000 ,2022-09-11 13:10:51.743 ,          1 ,     6.0 ,        87.381 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
ALO    ,          14 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Alpine            ,01:09:52.272000 ,2022-09-11 13:10:52.513 ,          1 ,     7.0 ,        87.446 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
DEV    ,          45 ,      6.0 ,  1.0 ,SOFT      ,     6.0 ,True      ,Williams          ,01:09:52.776000 ,2022-09-11 13:10:53.017 ,          1 ,     8.0 ,        87.466 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
ZHO    ,          24 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Alfa Romeo        ,01:09:53.515000 ,2022-09-11 13:10:53.756 ,          1 ,     9.0 ,        87.369 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
SAI    ,          55 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Ferrari           ,01:09:55.675000 ,2022-09-11 13:10:55.916 ,          1 ,    10.0 ,        86.343 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
STR    ,          18 ,      6.0 ,  1.0 ,MEDIUM    ,     7.0 ,False     ,Aston Martin      ,01:09:55.263000 ,2022-09-11 13:10:55.504 ,          1 ,    11.0 ,        88.499 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
VET    ,           5 ,      6.0 ,  1.0 ,MEDIUM    ,     7.0 ,False     ,Aston Martin      ,01:09:56.297000 ,2022-09-11 13:10:56.538 ,          1 ,    12.0 ,        88.087 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
PER    ,          11 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Red Bull Racing   ,01:09:57.195000 ,2022-09-11 13:10:57.436 ,          1 ,    13.0 ,        87.535 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
OCO    ,          31 ,      6.0 ,  1.0 ,SOFT      ,     6.0 ,True      ,Alpine            ,01:09:56.903000 ,2022-09-11 13:10:57.144 ,          1 ,    14.0 ,        88.533 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
MAG    ,          20 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Haas F1 Team      ,01:09:59.187000 ,2022-09-11 13:10:59.428 ,          1 ,    15.0 ,        87.918 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
LAT    ,           6 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Williams          ,01:10:00.102000 ,2022-09-11 13:11:00.343 ,          1 ,    16.0 ,        87.773 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
TSU    ,          22 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,AlphaTauri        ,01:10:00.546000 ,2022-09-11 13:11:00.787 ,          1 ,    17.0 ,        87.372 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
HAM    ,          44 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Mercedes          ,01:10:01.013000 ,2022-09-11 13:11:01.254 ,          1 ,    18.0 ,        87.335 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
MSC    ,          47 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Haas F1 Team      ,01:10:01.420000 ,2022-09-11 13:11:01.661 ,          1 ,    19.0 ,        87.712 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
BOT    ,          77 ,      6.0 ,  1.0 ,MEDIUM    ,     6.0 ,True      ,Alfa Romeo        ,01:10:02.100000 ,2022-09-11 13:11:02.341 ,          1 ,    20.0 ,        87.704 ,   27.8 ,    33.0 ,   993.4 ,False    ,     43.9 ,          198 ,      1.3 ,Italian Grand Prix ,2022
LEC    ,          16 ,      7.0 ,  1.0 ,SOFT      ,     7.0 ,True      ,Ferrari           ,01:11:06.651000 ,2022-09-11 13:12:06.892 ,          1 ,     1.0 ,        85.467 ,   27.7 ,    33.0 ,   993.4 ,False    ,     43.5 ,          156 ,      2.0 ,Italian Grand Prix ,2022
VER    ,           1 ,      7.0 ,  1.0 ,SOFT      ,     7.0 ,True      ,Red Bull Racing   ,01:11:08.779000 ,2022-09-11 13:12:09.020 ,          1 ,     2.0 ,        85.297 ,   27.7 ,    33.0 ,   993.4 ,False    ,     43.5 ,          156 ,      2.0 ,Italian Grand Prix ,2022
RUS    ,          63 ,      7.0 ,  1.0 ,SOFT      ,     7.0 ,True      ,Mercedes          ,01:11:09.781000 ,2022-09-11 13:12:10.022 ,          1 ,     3.0 ,        86.255 ,   27.9 ,    33.0 ,   993.4 ,False    ,     43.9 ,          235 ,      2.2 ,Italian Grand Prix ,2022
RIC    ,           3 ,      7.0 ,  1.0 ,MEDIUM    ,     7.0 ,True      ,McLaren           ,01:11:17.490000 ,2022-09-11 13:12:17.731 ,          1 ,     4.0 ,        87.222 ,   27.9 ,    33.0 ,   993.4 ,False    ,     43.9 ,          235 ,      2.2 ,Italian Grand Prix ,2022
