raceId,driverId,lap,position,time,milliseconds,LapTimeSeconds
938,830,49,13,1:27.650,87650,87.65
938,830,50,13,1:27.981,87981,87.981
938,830,51,12,1:27.939,87939,87.939
938,830,52,12,1:28.488,88488,88.488
938,813,1,20,2:19.892,139892,139.892
237,30,1,6,1:38.484,98484,98.484
237,30,2,4,1:30.289,90289,90.289
237,30,3,4,1:28.771,88771,88.771
237,30,4,3,1:29.568,89568,89.568
237,30,5,3,1:27.838,87838,87.838
237,30,6,2,1:28.307,88307,88.307
237,30,7,2,1:28.013,88013,88.013
237,30,8,2,1:27.503,87503,87.503
237,30,9,2,1:27.896,87896,87.896
237,30,10,2,1:27.349,87349,87.349
237,30,11,2,1:27.476,87476,87.476
237,30,12,2,1:27.537,87537,87.537
237,30,13,2,1:27.545,87545,87.545
237,30,14,2,1:27.587,87587,87.587
237,30,15,2,1:27.744,87744,87.744
237,30,16,2,1:27.663,87663,87.663
237,30,17,2,1:27.710,87710,87.71
237,30,18,2,1:27.804,87804,87.804
237,30,19,2,1:27.990,87990,87.99
237,30,20,2,1:27.896,87896,87.896
237,30,21,2,1:27.595,87595,87.595
237,30,22,2,1:27.272,87272,87.272
237,30,23,2,1:27.534,87534,87.534
237,30,24,2,1:27.753,87753,87.753
237,30,25,2,1:28.113,88113,88.113
237,30,26,2,1:27.288,87288,87.288
237,30,27,2,1:27.796,87796,87.796
237,30,28,2,1:27.680,87680,87.68
237,30,29,2,1:27.834,87834,87.834
237,30,30,2,1:27.250,87250,87.25
237,30,31,1,1:27.217,87217,87.217
237,30,32,1,1:26.391,86391,86.391
237,30,33,1,1:45.485,105485,105.485
237,30,34,1,1:29.994,89994,89.994
237,30,35,1,1:26.402,86402,86.402
237,30,36,1,1:26.614,86614,86.614
237,30,37,1,1:26.549,86549,86.549
237,30,38,1,1:27.173,87173,87.173
237,30,39,1,1:26.919,86919,86.919
237,30,40,1,1:27.469,87469,87.469
237,30,41,1,1:26.522,86522,86.522
237,30,42,1,1:26.595,86595,86.595
237,30,43,1,1:26.429,86429,86.429
237,30,44,1,1:26.401,86401,86.401
237,30,45,1,1:26.703,86703,86.703
237,30,46,1,1:26.591,86591,86.591
237,30,47,1,1:27.281,87281,87.281
237,30,48,1,1:26.118,86118,86.118
237,30,49,1,1:26.226,86226,86.226
237,30,50,1,1:26.110,86110,86.11
237,30,51,1,1:26.244,86244,86.244
237,30,52,1,1:27.203,87203,87.203
237,30,53,1,1:27.911,87911,87.911
237,56,1,8,1:39.432,99432,99.432
237,56,2,7,1:30.646,90646,90.646
237,56,3,7,1:30.476,90476,90.476
237,56,4,6,1:29.313,89313,89.313
237,56,5,5,1:31.119,91119,91.119
237,56,6,3,1:28.440,88440,88.44
237,56,7,3,1:28.578,88578,88.578
237,56,8,3,1:28.181,88181,88.181
237,56,9,3,1:28.406,88406,88.406
237,56,10,3,1:28.941,88941,88.941
237,56,11,3,1:28.008,88008,88.008
237,56,12,3,1:28.018,88018,88.018
237,56,13,3,1:28.093,88093,88.093
237,56,14,3,1:27.948,87948,87.948
237,56,15,3,1:28.035,88035,88.035
237,56,16,3,1:28.034,88034,88.034
237,56,17,3,1:27.952,87952,87.952
237,56,18,3,1:27.742,87742,87.742
237,56,19,3,1:27.962,87962,87.962
237,56,20,3,1:27.964,87964,87.964
237,56,21,3,1:27.742,87742,87.742
237,56,22,3,1:27.772,87772,87.772
237,56,23,3,1:27.687,87687,87.687
237,55,1,2,1:37.182,97182,97.182
237,55,2,2,1:28.595,88595,88.595
237,55,3,2,1:28.970,88970,88.97
237,55,4,2,1:28.055,88055,88.055
237,55,5,2,1:28.207,88207,88.207
237,55,6,1,1:29.253,89253,89.253
237,55,7,1,1:28.191,88191,88.191
237,55,8,1,1:28.026,88026,88.026
237,55,9,1,1:28.126,88126,88.126
237,55,10,1,1:27.784,87784,87.784
237,55,11,1,1:27.791,87791,87.791
237,55,12,1,1:27.473,87473,87.473
237,55,13,1,1:27.788,87788,87.788
237,55,14,1,1:27.831,87831,87.831
237,55,15,1,1:28.019,88019,88.019
237,55,16,1,1:27.501,87501,87.501
237,55,17,1,1:27.921,87921,87.921
237,55,18,1,1:27.820,87820,87.82
237,55,19,1,1:27.927,87927,87.927
237,55,20,1,1:27.724,87724,87.724
237,55,21,1,1:27.503,87503,87.503
237,55,22,1,1:27.474,87474,87.474
237,55,23,1,1:27.703,87703,87.703
237,55,24,1,1:27.702,87702,87.702
237,55,25,1,1:28.218,88218,88.218
237,55,26,1,1:27.244,87244,87.244
237,55,27,1,1:27.847,87847,87.847
237,55,28,1,1:27.513,87513,87.513
237,55,29,1,1:27.933,87933,87.933
237,55,30,1,1:27.141,87141,87.141
237,55,31,2,1:47.958,107958,107.958
237,55,32,2,1:31.354,91354,91.354
237,55,33,2,1:27.245,87245,87.245
237,55,34,2,1:27.819,87819,87.819
237,55,35,2,1:27.432,87432,87.432
237,55,36,2,1:27.914,87914,87.914
237,55,37,2,1:27.441,87441,87.441
237,55,38,2,1:27.795,87795,87.795
237,55,39,2,1:27.850,87850,87.85
237,55,40,2,1:27.910,87910,87.91
237,55,41,2,1:27.223,87223,87.223
237,55,42,2,1:27.169,87169,87.169
237,55,43,2,1:27.182,87182,87.182
237,55,44,2,1:27.318,87318,87.318
237,55,45,2,1:26.936,86936,86.936
237,55,46,2,1:27.123,87123,87.123
237,55,47,2,1:27.017,87017,87.017
237,55,48,2,1:26.781,86781,86.781
237,55,49,2,1:26.652,86652,86.652
237,55,50,2,1:27.117,87117,87.117
237,55,51,2,1:27.358,87358,87.358
237,55,52,2,1:27.917,87917,87.917
237,55,53,2,1:28.924,88924,88.924
237,77,1,7,1:38.978,98978,98.978
237,77,2,6,1:30.869,90869,90.869
237,77,3,6,1:30.164,90164,90.164
237,77,4,5,1:29.123,89123,89.123
237,71,1,1,1:36.576,96576,96.576
237,71,2,1,1:28.055,88055,88.055
237,71,3,1,1:28.120,88120,88.12
237,71,4,1,1:27.639,87639,87.639
237,71,5,1,1:28.643,88643,88.643
237,35,1,4,1:37.888,97888,97.888
237,35,2,5,1:31.601,91601,91.601
237,35,3,5,1:30.161,90161,90.161
237,35,4,4,1:28.768,88768,88.768
237,35,5,4,1:32.477,92477,92.477
237,35,6,4,1:31.263,91263,91.263
237,35,7,4,1:29.882,89882,89.882
237,35,8,4,1:29.505,89505,89.505
237,35,9,4,1:29.301,89301,89.301
237,35,10,4,1:29.256,89256,89.256
237,35,11,10,1:50.128,110128,110.128
237,35,12,10,1:32.190,92190,92.19
237,35,13,10,1:28.462,88462,88.462
237,35,14,10,1:28.462,88462,88.462
237,35,15,10,1:29.122,89122,89.122
237,35,16,10,1:29.591,89591,89.591
237,35,17,9,1:30.097,90097,90.097
237,35,18,9,1:29.592,89592,89.592
237,35,19,9,1:29.705,89705,89.705
237,35,20,9,1:29.535,89535,89.535
237,35,21,9,1:29.413,89413,89.413
237,35,22,9,1:29.059,89059,89.059
237,35,23,9,1:28.617,88617,88.617
237,35,24,8,1:28.635,88635,88.635
237,35,25,9,1:48.480,108480,108.48
237,35,26,9,1:31.380,91380,91.38
237,35,27,9,1:27.954,87954,87.954
237,35,28,9,1:28.194,88194,88.194
237,35,29,9,1:30.048,90048,90.048
237,35,30,9,1:28.127,88127,88.127
237,35,31,9,1:28.352,88352,88.352
237,35,32,9,1:29.123,89123,89.123
237,35,33,9,1:28.763,88763,88.763
237,35,34,8,1:28.151,88151,88.151
237,35,35,8,1:28.495,88495,88.495
237,35,36,8,1:28.270,88270,88.27
237,35,37,8,1:28.023,88023,88.023
237,35,38,8,1:28.428,88428,88.428
237,35,39,8,1:48.509,108509,108.509
237,35,40,8,1:30.347,90347,90.347
237,35,41,8,1:27.027,87027,87.027
237,35,42,8,1:27.030,87030,87.03
237,35,43,8,1:27.837,87837,87.837
237,35,44,8,1:27.948,87948,87.948
237,35,45,8,1:27.864,87864,87.864
237,35,46,8,1:27.601,87601,87.601
237,35,47,8,1:27.768,87768,87.768
237,35,48,8,1:27.760,87760,87.76
237,35,49,8,1:27.458,87458,87.458
237,35,50,8,1:27.307,87307,87.307
237,35,51,8,1:27.252,87252,87.252
237,35,52,7,1:28.495,88495,88.495
237,57,1,3,1:37.441,97441,97.441
237,57,2,3,1:29.065,89065,89.065
237,57,3,3,1:29.725,89725,89.725
237,57,4,17,1:55.576,115576,115.576
237,57,5,14,1:31.403,91403,91.403
237,57,6,13,1:27.834,87834,87.834
237,57,7,12,1:28.442,88442,88.442
237,57,8,11,1:27.750,87750,87.75
237,57,9,11,1:27.723,87723,87.723
237,57,10,10,1:27.636,87636,87.636
237,57,11,9,1:27.546,87546,87.546
237,57,12,9,1:27.599,87599,87.599
237,57,13,9,1:27.689,87689,87.689
237,57,14,9,1:28.915,88915,88.915
237,57,15,8,1:29.391,89391,89.391
237,57,16,8,1:28.744,88744,88.744
237,57,17,8,1:29.096,89096,89.096
237,57,18,8,1:29.682,89682,89.682
237,57,19,7,1:28.016,88016,88.016
237,57,20,7,1:28.433,88433,88.433
237,57,21,7,1:28.309,88309,88.309
237,57,22,7,1:28.128,88128,88.128
237,57,23,7,1:27.912,87912,87.912
237,57,24,6,1:28.150,88150,88.15
237,57,25,6,1:27.769,87769,87.769
237,57,26,5,1:29.300,89300,89.3
237,57,27,4,1:27.266,87266,87.266
237,57,28,4,1:28.302,88302,88.302
237,57,29,4,1:26.827,86827,86.827
237,57,30,4,1:27.159,87159,87.159
237,57,31,3,1:27.662,87662,87.662
237,57,32,3,1:26.980,86980,86.98
237,57,33,3,1:47.969,107969,107.969
237,57,34,3,1:30.811,90811,90.811
237,57,35,3,1:27.615,87615,87.615
237,57,36,3,1:27.296,87296,87.296
237,57,37,3,1:27.623,87623,87.623
237,57,38,3,1:27.703,87703,87.703
237,57,39,3,1:27.849,87849,87.849
237,57,40,3,1:28.020,88020,88.02
237,57,41,3,1:27.844,87844,87.844
237,57,42,3,1:28.019,88019,88.019
237,57,43,3,1:27.941,87941,87.941
237,57,44,3,1:27.566,87566,87.566
237,57,45,3,1:27.659,87659,87.659
237,57,46,3,1:29.256,89256,89.256
237,57,47,3,1:28.131,88131,88.131
237,57,48,3,1:27.561,87561,87.561
237,57,49,3,1:27.405,87405,87.405
237,57,50,3,1:27.789,87789,87.789
237,57,51,3,1:27.734,87734,87.734
237,57,52,3,1:27.770,87770,87.77
237,57,53,3,1:29.236,89236,89.236
237,14,1,5,1:38.080,98080,98.08
237,44,1,17,1:44.940,104940,104.94
237,44,2,15,1:32.657,92657,92.657
237,64,1,11,1:41.532,101532,101.532
237,64,2,13,1:34.858,94858,94.858
237,64,3,13,1:29.761,89761,89.761
237,64,4,12,1:29.978,89978,89.978
237,64,5,11,1:29.581,89581,89.581
237,64,6,10,1:30.016,90016,90.016
237,64,7,10,1:30.647,90647,90.647
237,64,8,9,1:31.445,91445,91.445
237,64,9,9,1:29.394,89394,89.394
237,64,10,9,1:29.119,89119,89.119
237,64,11,8,1:29.249,89249,89.249
237,64,12,8,1:29.017,89017,89.017
237,64,13,8,1:29.404,89404,89.404
237,64,14,8,1:29.701,89701,89.701
237,64,15,7,1:29.237,89237,89.237
237,64,16,7,1:28.848,88848,88.848
237,64,17,7,1:29.322,89322,89.322
237,64,18,6,1:28.909,88909,88.909
237,64,19,6,1:28.792,88792,88.792
237,64,20,6,1:28.521,88521,88.521
237,64,21,6,1:28.217,88217,88.217
237,64,22,6,1:28.205,88205,88.205
237,64,23,6,1:27.992,87992,87.992
237,64,24,5,1:27.905,87905,87.905
237,64,25,5,1:28.133,88133,88.133
237,64,26,7,1:51.995,111995,111.995
237,64,27,7,1:33.760,93760,93.76
237,64,28,7,1:29.292,89292,89.292
237,64,29,6,1:29.083,89083,89.083
237,64,30,6,1:28.910,88910,88.91
237,64,31,6,1:28.747,88747,88.747
237,64,32,6,1:29.615,89615,89.615
237,64,33,6,1:29.614,89614,89.614
237,64,34,6,1:28.755,88755,88.755
237,64,35,6,1:29.317,89317,89.317
237,64,36,6,1:28.796,88796,88.796
237,64,37,6,1:29.087,89087,89.087
237,64,38,6,1:29.831,89831,89.831
237,64,39,6,1:29.310,89310,89.31
237,64,40,6,1:28.353,88353,88.353
237,64,41,6,1:28.226,88226,88.226
237,64,42,6,1:28.785,88785,88.785
237,64,43,6,1:28.846,88846,88.846
237,64,44,6,1:28.564,88564,88.564
237,64,45,6,1:28.338,88338,88.338
237,64,46,6,1:29.737,89737,89.737
237,64,47,6,1:28.859,88859,88.859
237,64,48,6,1:28.714,88714,88.714
237,64,49,6,1:28.557,88557,88.557
237,64,50,6,1:29.028,89028,89.028
237,64,51,6,1:28.299,88299,88.299
237,64,52,6,1:28.726,88726,88.726
237,22,1,12,1:41.943,101943,101.943
237,22,2,10,1:30.990,90990,90.99
237,22,3,10,1:30.164,90164,90.164
237,22,4,8,1:29.471,89471,89.471
237,22,5,7,1:29.503,89503,89.503
237,22,6,6,1:30.695,90695,90.695
237,22,7,6,1:31.241,91241,91.241
237,22,8,6,1:29.618,89618,89.618
237,22,9,6,1:29.771,89771,89.771
237,22,10,6,1:29.247,89247,89.247
237,22,11,5,1:29.026,89026,89.026
237,22,12,5,1:29.131,89131,89.131
237,22,13,5,1:29.004,89004,89.004
237,22,14,5,1:28.703,88703,88.703
237,22,15,5,1:28.742,88742,88.742
237,22,16,5,1:28.652,88652,88.652
237,22,17,5,1:29.221,89221,89.221
237,22,18,5,1:28.968,88968,88.968
237,22,19,5,1:28.734,88734,88.734
237,22,20,5,1:30.120,90120,90.12
237,22,21,5,1:29.065,89065,89.065
237,22,22,5,1:28.881,88881,88.881
237,22,23,5,1:28.282,88282,88.282
237,22,24,4,1:28.278,88278,88.278
237,22,25,4,1:28.350,88350,88.35
237,22,26,4,1:28.372,88372,88.372
237,22,27,3,1:28.617,88617,88.617
237,22,28,3,1:27.856,87856,87.856
237,22,29,3,1:27.919,87919,87.919
237,22,30,3,1:27.607,87607,87.607
237,22,31,4,1:48.523,108523,108.523
237,22,32,5,1:38.753,98753,98.753
237,22,33,5,1:28.862,88862,88.862
237,22,34,5,1:28.440,88440,88.44
237,22,35,5,1:28.666,88666,88.666
237,22,36,5,1:28.387,88387,88.387
237,22,37,5,1:29.143,89143,89.143
237,22,38,5,1:28.622,88622,88.622
237,22,39,5,1:28.532,88532,88.532
237,22,40,5,1:28.660,88660,88.66
237,22,41,5,1:28.369,88369,88.369
237,22,42,5,1:28.431,88431,88.431
237,22,43,5,1:28.444,88444,88.444
237,22,44,5,1:28.410,88410,88.41
237,22,45,5,1:28.364,88364,88.364
237,22,46,5,1:28.529,88529,88.529
237,22,47,5,1:28.056,88056,88.056
237,22,48,5,1:28.358,88358,88.358
237,22,49,5,1:27.757,87757,87.757
237,22,50,5,1:28.138,88138,88.138
237,22,51,5,1:27.991,87991,87.991
237,22,52,5,1:27.557,87557,87.557
237,22,53,5,1:27.944,87944,87.944
237,84,1,10,1:41.076,101076,101.076
237,84,2,9,1:30.380,90380,90.38
237,84,3,8,1:30.661,90661,90.661
237,84,4,7,1:29.734,89734,89.734
237,84,5,6,1:29.713,89713,89.713
237,84,6,5,1:31.070,91070,91.07
237,84,7,5,1:30.729,90729,90.729
237,84,8,5,1:29.498,89498,89.498
237,84,9,5,1:29.343,89343,89.343
237,84,10,5,1:29.144,89144,89.144
237,84,11,4,1:29.097,89097,89.097
237,84,12,4,1:28.928,88928,88.928
237,84,13,4,1:28.820,88820,88.82
237,84,14,4,1:28.857,88857,88.857
237,84,15,4,1:28.744,88744,88.744
237,84,16,4,1:28.477,88477,88.477
237,84,17,4,1:30.139,90139,90.139
237,84,18,4,1:28.796,88796,88.796
237,84,19,4,1:28.691,88691,88.691
237,84,20,4,1:30.473,90473,90.473
237,84,21,4,1:28.616,88616,88.616
237,84,22,4,1:28.673,88673,88.673
237,84,23,4,1:28.192,88192,88.192
237,84,24,3,1:28.594,88594,88.594
237,84,25,3,1:28.329,88329,88.329
237,84,26,3,1:28.293,88293,88.293
237,84,27,6,1:51.174,111174,111.174
237,84,28,6,1:32.434,92434,92.434
237,84,29,5,1:29.054,89054,89.054
237,84,30,5,1:28.691,88691,88.691
237,84,31,5,1:29.048,89048,89.048
237,84,32,4,1:29.100,89100,89.1
237,84,33,4,1:28.627,88627,88.627
237,84,34,4,1:28.831,88831,88.831
237,84,35,4,1:28.622,88622,88.622
237,84,36,4,1:28.382,88382,88.382
237,84,37,4,1:28.916,88916,88.916
237,84,38,4,1:28.682,88682,88.682
237,84,39,4,1:28.889,88889,88.889
237,84,40,4,1:28.395,88395,88.395
237,84,41,4,1:28.566,88566,88.566
237,84,42,4,1:28.414,88414,88.414
237,84,43,4,1:28.381,88381,88.381
237,84,44,4,1:28.430,88430,88.43
237,84,45,4,1:28.332,88332,88.332
237,84,46,4,1:28.355,88355,88.355
237,84,47,4,1:28.065,88065,88.065
237,84,48,4,1:27.981,87981,87.981
237,84,49,4,1:28.154,88154,88.154
237,84,50,4,1:27.891,87891,87.891
237,84,51,4,1:27.831,87831,87.831
237,84,52,4,1:27.928,87928,87.928
237,84,53,4,1:28.609,88609,88.609
237,65,1,9,1:40.466,100466,100.466
237,65,2,8,1:30.932,90932,90.932
237,65,3,9,1:31.649,91649,91.649
237,65,4,9,1:30.654,90654,90.654
237,65,5,8,1:30.087,90087,90.087
237,65,6,7,1:30.310,90310,90.31
237,65,7,7,1:30.665,90665,90.665
237,65,8,7,1:30.153,90153,90.153
237,65,9,7,1:29.970,89970,89.97
237,65,10,7,1:29.630,89630,89.63
237,65,11,6,1:29.412,89412,89.412
237,65,12,6,1:29.634,89634,89.634
237,65,13,6,1:29.804,89804,89.804
237,65,14,6,1:29.430,89430,89.43
237,65,15,6,1:29.308,89308,89.308
237,65,16,6,1:29.419,89419,89.419
237,65,17,6,1:29.538,89538,89.538
237,65,18,7,1:30.055,90055,90.055
237,65,19,8,1:29.882,89882,89.882
237,65,20,8,1:29.432,89432,89.432
237,65,21,8,1:29.361,89361,89.361
237,65,22,8,1:28.944,88944,88.944
237,65,23,8,1:28.724,88724,88.724
237,65,24,7,1:28.905,88905,88.905
237,65,25,7,1:28.865,88865,88.865
237,65,26,6,1:28.938,88938,88.938
237,65,27,5,1:29.337,89337,89.337
237,65,28,5,1:29.275,89275,89.275
237,65,29,7,1:49.949,109949,109.949
237,65,30,7,1:32.351,92351,92.351
237,65,31,7,1:28.625,88625,88.625
237,65,32,7,1:28.678,88678,88.678
237,65,33,7,1:28.770,88770,88.77
237,65,34,7,1:28.755,88755,88.755
237,65,35,7,1:30.693,90693,90.693
237,65,36,7,1:28.702,88702,88.702
237,65,37,7,1:29.091,89091,89.091
237,65,38,7,1:28.798,88798,88.798
237,65,39,7,1:28.861,88861,88.861
237,65,40,7,1:28.850,88850,88.85
237,65,41,7,1:28.765,88765,88.765
237,65,42,7,1:28.721,88721,88.721
237,65,43,7,1:28.826,88826,88.826
237,65,44,7,1:28.611,88611,88.611
237,65,45,7,1:29.287,89287,89.287
237,65,46,7,1:28.560,88560,88.56
237,65,47,7,1:28.404,88404,88.404
237,65,48,7,1:28.323,88323,88.323
237,65,49,7,1:28.400,88400,88.4
237,65,50,7,1:28.223,88223,88.223
237,65,51,7,1:28.238,88238,88.238
237,49,1,13,1:42.326,102326,102.326
237,49,2,11,1:31.613,91613,91.613
237,49,3,11,1:29.985,89985,89.985
237,49,4,10,1:30.290,90290,90.29
237,49,5,9,1:29.945,89945,89.945
237,49,6,8,1:30.321,90321,90.321
237,49,7,8,1:30.402,90402,90.402
237,73,1,18,1:46.202,106202,106.202
237,73,2,17,1:32.813,92813,92.813
237,73,3,15,1:34.773,94773,94.773
237,73,4,14,1:31.261,91261,91.261
237,73,5,13,1:30.579,90579,90.579
237,73,6,12,1:31.161,91161,91.161
237,73,7,13,1:33.361,93361,93.361
237,73,8,12,1:31.369,91369,91.369
237,73,9,12,1:31.125,91125,91.125
237,73,10,11,1:31.097,91097,91.097
237,73,11,11,1:31.001,91001,91.001
237,73,12,11,1:31.198,91198,91.198
237,73,13,11,1:31.077,91077,91.077
237,73,14,11,1:31.444,91444,91.444
237,73,15,11,1:31.232,91232,91.232
237,73,16,11,1:31.304,91304,91.304
237,73,17,11,1:31.093,91093,91.093
237,73,18,11,1:31.279,91279,91.279
237,73,19,11,1:31.256,91256,91.256
237,73,20,11,1:31.127,91127,91.127
237,73,21,11,1:31.266,91266,91.266
237,73,22,11,1:31.045,91045,91.045
237,73,23,11,1:31.059,91059,91.059
237,73,24,10,1:32.956,92956,92.956
237,73,25,10,1:54.659,114659,114.659
237,73,26,10,1:36.758,96758,96.758
237,73,27,10,1:31.874,91874,91.874
237,73,28,10,1:31.558,91558,91.558
237,73,29,10,1:31.480,91480,91.48
237,73,30,10,1:31.475,91475,91.475
237,73,31,10,1:31.649,91649,91.649
237,73,32,10,1:31.182,91182,91.182
237,73,33,10,1:31.480,91480,91.48
237,73,34,10,1:31.328,91328,91.328
237,73,35,10,1:31.098,91098,91.098
237,73,36,10,1:32.855,92855,92.855
237,50,1,14,1:42.974,102974,102.974
237,50,2,12,1:31.382,91382,91.382
237,50,3,12,1:30.157,90157,90.157
237,50,4,11,1:30.159,90159,90.159
237,50,5,10,1:30.072,90072,90.072
237,50,6,9,1:30.144,90144,90.144
237,50,7,9,1:30.716,90716,90.716
237,50,8,8,1:31.076,91076,91.076
237,50,9,8,1:28.983,88983,88.983
237,50,10,8,1:29.300,89300,89.3
237,50,11,7,1:29.415,89415,89.415
237,50,12,7,1:29.688,89688,89.688
237,50,13,7,1:29.613,89613,89.613
237,50,14,7,1:29.791,89791,89.791
237,50,15,9,1:31.428,91428,91.428
237,50,16,9,1:28.919,88919,88.919
237,50,17,10,1:50.246,110246,110.246
237,50,18,10,1:32.257,92257,92.257
237,50,19,10,1:29.253,89253,89.253
237,50,20,10,1:29.063,89063,89.063
237,50,21,10,1:29.154,89154,89.154
237,50,22,10,1:29.151,89151,89.151
237,50,23,10,1:29.499,89499,89.499
237,50,24,9,1:29.345,89345,89.345
237,50,25,8,1:28.879,88879,88.879
237,50,26,8,1:29.132,89132,89.132
237,50,27,8,1:28.989,88989,88.989
237,50,28,8,1:28.984,88984,88.984
237,50,29,8,1:28.650,88650,88.65
237,50,30,8,1:29.400,89400,89.4
237,50,31,8,1:28.966,88966,88.966
237,50,32,8,1:29.115,89115,89.115
237,50,33,8,1:29.133,89133,89.133
237,50,34,9,1:50.185,110185,110.185
237,50,35,9,1:32.901,92901,92.901
237,50,36,9,1:29.894,89894,89.894
237,50,37,9,1:29.710,89710,89.71
237,50,38,9,1:29.905,89905,89.905
237,50,39,9,1:29.973,89973,89.973
237,50,40,9,1:30.977,90977,90.977
237,50,41,9,1:29.574,89574,89.574
237,50,42,9,1:29.708,89708,89.708
237,50,43,9,1:29.612,89612,89.612
237,50,44,9,1:29.451,89451,89.451
237,50,45,9,1:29.442,89442,89.442
237,50,46,9,1:29.572,89572,89.572
237,50,47,9,1:29.511,89511,89.511
237,50,48,9,1:29.289,89289,89.289
237,50,49,9,1:29.200,89200,89.2
237,50,50,9,1:29.188,89188,89.188
237,50,51,9,1:29.391,89391,89.391
237,50,52,8,1:29.699,89699,89.699
237,79,1,15,1:43.837,103837,103.837
237,79,2,14,1:33.426,93426,93.426
237,79,3,18,2:37.931,157931,157.931
237,79,4,18,1:35.336,95336,95.336
237,79,5,17,1:32.252,92252,92.252
237,79,6,15,1:30.987,90987,90.987
237,79,7,15,1:30.146,90146,90.146
237,79,8,14,1:29.992,89992,89.992
237,79,9,14,1:31.140,91140,91.14
237,79,10,13,1:29.835,89835,89.835
237,79,11,13,1:29.588,89588,89.588
237,79,12,13,1:29.378,89378,89.378
237,79,13,12,1:29.531,89531,89.531
237,79,14,12,1:29.561,89561,89.561
237,79,15,12,1:50.348,110348,110.348
237,79,16,12,1:34.906,94906,94.906
237,79,17,12,1:30.628,90628,90.628
237,79,18,12,1:31.095,91095,91.095
237,79,19,12,1:30.951,90951,90.951
237,79,20,12,1:30.510,90510,90.51
237,79,21,12,1:30.521,90521,90.521
237,79,22,12,1:30.882,90882,90.882
237,79,23,12,1:30.417,90417,90.417
237,79,24,11,1:29.896,89896,89.896
237,79,25,11,1:29.945,89945,89.945
237,79,26,11,1:30.083,90083,90.083
237,79,27,11,1:30.006,90006,90.006
237,79,28,11,1:30.027,90027,90.027
237,79,29,11,1:30.370,90370,90.37
237,79,30,11,1:30.390,90390,90.39
237,79,31,11,1:30.129,90129,90.129
237,79,32,11,1:30.821,90821,90.821
237,79,33,11,1:29.959,89959,89.959
237,79,34,11,1:29.753,89753,89.753
237,79,35,11,1:55.403,115403,115.403
237,79,36,11,1:35.099,95099,95.099
237,79,37,10,1:30.333,90333,90.333
237,79,38,10,1:29.535,89535,89.535
237,79,39,10,1:29.640,89640,89.64
237,79,40,10,1:30.039,90039,90.039
237,79,41,10,1:29.877,89877,89.877
237,79,42,10,1:30.023,90023,90.023
237,79,43,10,1:29.845,89845,89.845
237,79,44,10,1:30.772,90772,90.772
237,79,45,10,1:30.047,90047,90.047
237,79,46,10,1:29.783,89783,89.783
237,79,47,10,1:29.769,89769,89.769
237,79,48,10,1:29.391,89391,89.391
237,79,49,10,1:29.169,89169,89.169
237,79,50,10,1:28.980,88980,88.98
237,79,51,10,1:39.926,99926,99.926
237,63,1,16,1:44.804,104804,104.804
237,63,2,16,1:33.678,93678,93.678
237,63,3,14,1:31.243,91243,91.243
237,63,4,13,1:29.589,89589,89.589
237,63,5,12,1:29.418,89418,89.418
237,63,6,11,1:29.515,89515,89.515
237,63,7,11,1:29.432,89432,89.432
237,63,8,10,1:30.954,90954,90.954
237,63,9,10,1:29.480,89480,89.48
237,83,1,19,1:47.392,107392,107.392
237,83,2,19,1:38.362,98362,98.362
237,83,3,17,1:32.604,92604,92.604
237,83,4,16,1:32.888,92888,92.888
237,83,5,15,1:32.049,92049,92.049
237,83,6,14,1:32.227,92227,92.227
237,83,7,14,1:32.339,92339,92.339
237,83,8,13,1:32.213,92213,92.213
237,83,9,13,1:31.353,91353,91.353
237,83,10,12,1:31.955,91955,91.955
237,83,11,12,1:31.584,91584,91.584
237,83,12,12,1:31.843,91843,91.843
237,86,1,20,1:48.386,108386,108.386
237,86,2,18,1:34.467,94467,94.467
237,86,3,16,1:34.805,94805,94.805
237,86,4,15,1:33.189,93189,93.189
237,86,5,16,1:35.133,95133,95.133
219,71,1,14,1:42.906,102906,102.906
219,71,2,14,1:28.498,88498,88.498
219,71,3,14,1:28.092,88092,88.092
219,71,4,14,1:28.296,88296,88.296
219,71,5,14,1:28.870,88870,88.87
219,71,6,14,1:27.637,87637,87.637
219,71,7,14,1:27.925,87925,87.925
219,71,8,14,1:27.911,87911,87.911
219,71,9,14,1:27.828,87828,87.828
219,71,10,14,1:28.099,88099,88.099
219,71,11,14,1:27.883,87883,87.883
219,71,12,14,1:27.634,87634,87.634
219,71,13,14,1:27.920,87920,87.92
219,71,14,14,1:27.785,87785,87.785
219,71,15,14,1:28.139,88139,88.139
219,71,16,14,1:28.013,88013,88.013
219,71,17,14,1:27.787,87787,87.787
219,71,18,13,1:28.227,88227,88.227
219,71,19,13,1:27.824,87824,87.824
219,71,20,13,1:27.658,87658,87.658
219,71,21,13,1:27.810,87810,87.81
219,71,22,13,1:27.548,87548,87.548
219,71,23,13,1:27.471,87471,87.471
219,71,24,13,1:28.158,88158,88.158
219,71,25,13,1:27.604,87604,87.604
219,71,26,13,1:27.429,87429,87.429
219,71,27,13,1:27.081,87081,87.081
219,71,28,13,1:27.302,87302,87.302
219,71,29,12,1:27.209,87209,87.209
219,71,30,11,1:27.220,87220,87.22
219,71,31,11,1:27.348,87348,87.348
219,71,32,12,1:48.129,108129,108.129
219,71,33,12,1:32.250,92250,92.25
